entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Hospital Lagleyze,Nuevo Grupo Electrogeno,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de Grupo Electrogeno,13837000.0,11,villa gral. mitre,juan b. justo 4151,"-34,60522","-58,46019",2021-03-26,2021-05-26,2,100,,THPANELESDECABECERASRL,2021,2095,DI-2021-141-GCABA-DGADCYP,30711322953,nan
Hospital Muniz,Oxigeno Central en Pabellon 30,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion",4197142.73,4,parque patricios,uspallata 2272,"-34,63721751","-58,39299957",2021-05-26,2021-07-15,1,100,,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30535645244,nan
Hospital Muniz,Oxigeno Central en Pabellon Koch,Finalizada,Salud,Ministerio de Salud,"Provision e instalacion de materiales y equipos para la instalacion de gases medicos para el Pabellon Kock, Piso 2.",1546652.13,4,parque patricios,uspallata 2272,"-34,63721751","-58,39299957",2021-05-21,2021-06-05,1,100,,TECNONODOS.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30714471860,nan
Hospital Penna,Cerramientos Perimetrales,Finalizada,Salud,Ministerio de Salud,Provision y ejecucion Cerramientos Perimetrales y Accesos mas efectivos y seguros en el Hospital.,24865587.96,4,parque patricios,"chutro, pedro, prof., dr. 3380","-34,64305175","-58,41141236",2021-12-17,2022-05-15,5,100,,MONJECONSTRUCCIONES,2021,Licitacion Publica,DI-2021-335-GCABA-DGADCYP,30711946957,nan
Hospital Penna,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,5868500.0,4,parque patricios,"chutro, pedro, prof., dr. 3380","-34,64305175","-58,41141236",2021-05-30,2021-07-20,2,100,,THPANELESDECABECERASRL,2021,Decreto Ndeg 433/16,DI-2021-134-GCABA-DGRFISS,30711322953,nan
Hospital Penna,Oxigeno Central en Pabellon Mouras,Finalizada,Salud,Ministerio de Salud,Ampliacion de la red de Oxigeno y Vacio de uso Medico en el 2deg piso,4055520.0,4,parque patricios,"chutro, pedro, prof., dr. 3380","-34,64305175","-58,41141236",2022-03-11,2022-04-20,1,100,,TECNONODOS.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30714471860,nan
Hospital Pinero,Oxigeno Central en Pabellon 2,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de materiales y equipos para la instalacion de Oxigeno y Aspiracion correspondientes al Pabellon 2,8834500.0,7,flores,varela 1301,"-34,64412433","-58,45367459",2021-05-19,2021-08-17,3,100,,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30535645244,nan
Hospital Pirovano,Oxigeno Central en Internacion Cardiologia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.",1214099.48,12,coghlan,monroe 3555,"-34,56510578","-58,47098644",2021-05-26,2021-06-15,1,100,,TECNONODOS.A.,2021,Decreto Ndeg 433/16,RESOL-2021-525-GCABA-SSASS,30714471860,nan
Hospital Ramos Mejia,Oxigeno Central en Pabellon PQR,Finalizada,Salud,Ministerio de Salud,Ampliacion de la Red de Suministro de Oxigeno Central en el Pabellon PQR,7087524.0,3,balvanera,gral. urquiza 609,"-34,61762051","-58,40940032",2021-03-21,2021-06-26,3,100,,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30535645244,nan
Hospital Ramos Mejia,Oxigeno Central PQR,Finalizada,Salud,Ministerio de Salud,Ampliacion de la Red de Suministro de Oxigeno Central en el Pabellon PQR,1216118.0,3,balvanera,gral. urquiza 609,"-34,61762051","-58,40940032",2021-10-29,2021-11-28,1,100,,ACCESSYSTEMS.R.L.,2021,2095,DI-2021-275-GCABA-DGADCYP,30687227790,nan
Hospital Rivadavia,Oxigeno Central en Pabellon Cirugia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.",1446748.6,2,recoleta,av. las heras 2670,"-34,58435525","-58,40081125",2021-05-26,2021-07-10,2,100,,TECNONODOS.A.,2021,2095,DI-2021-136-GCABA-DGADCYP,30714471860,nan
Hospital Rocca,Agua Fria y Caliente Pabellon A,Finalizada,Salud,Ministerio de Salud,Readecuacion de la Instalacion de Agua Fria y Caliente de los nucleos sanitarios de todos los pisos del Pabellon A,9198937.0,10,monte castro,segurola 1949,"-34,6184677","-58,5016028",2021-12-17,2022-04-29,5,100,,TALACONSTRUCCIONESS.A.,2018,Licitacion Publica,2018-2088-MSGC,30708267984,nan
Hospital Rocca,Oxigeno Central en Segundo Piso,Finalizada,Salud,Ministerio de Salud,Oxigeno Central en Segundo Piso,1701109.0,10,monte castro,segurola 1949,"-34,6184677","-58,5016028",2021-04-13,2021-04-26,1,100,,FAMOXS.A.,2021,2095,DI-2021-284-GCABA-DGADCYP,30708494905,nan
Hospital Tornu,Nueva bomba de Vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nueva bomba de vacio.,1065692.81,15,villa ortuzar,combatientes de malvinas 3002,"-34,58730744","-58,47089275",2021-05-31,2021-06-07,1,100,,CO.SE.BA.S.A.,2020,Licitacion Publica,DI-2020234-GCABA-DGADCYP,30678613033,nan
Hospital Tornu,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,1402625.84,15,villa ortuzar,combatientes de malvinas 3002,"-34,58730744","-58,47089275",2021-05-10,2021-05-25,1,100,,MEJORESHOSPITALESS.A.,2020,2095,DI-2021-55-GCABA-DGADCYP,30647354072,nan
Hospital Tornu,Oxigeno Central en Guardia y Neumotisiologia,Finalizada,Salud,Ministerio de Salud,"Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxigeno, oxido nitroso y subsistema de aspiracion.",773783.0,15,villa ortuzar,combatientes de malvinas 3002,"-34,58730744","-58,47089275",2021-05-26,2021-06-09,1,100,,TECNONODOS.A.,2021,2095,DI-2021-141-GCABA-DGADCYP,30714471860,nan
Hospital Velez,Ventilacion Morge + Tableros,Finalizada,Salud,Ministerio de Salud,Sistema de Aire Acondicionado Central para morgue,4320000.0,10,monte castro,p. calderon de la barca 1550,"-34,62522696","-58,50749905",2021-09-02,2022-01-30,4,100,,FAMOXS.A.,2021,2095,DI-2022-52-GCABA-DGADCYP,30708494905,nan
Hospital Velez Sarfield,Remodelacion Guardia,Finalizada,Salud,Ministerio de Salud,"La obra de guardia nueva, relocalizacion del jardin maternal, remodelacion del area administrativa y servicio de imagenes, consiste en el traslado y ampliacion de dichos servicios a traves de la construccion de un nuevo volumen que se adosa al edificio existente. El proyecto se resuelve desarrollando en planta baja la guardia, y en primer piso el sector medico de la guardia con sus dormitorios, estares y office. El jardin existente sera demolido para ser construido a nuevo. Dicha obra se completa con la remodelacion del edificio existente para la reubicacion del servicio de imagenes y nutricion, SAME y sector administrativo en planta baja, y la remodelacion de la sala de partos en primer piso, esta intervencion abarca una totalidad de 2252 m2 cubiertos, 121 m2 semicubiertos y 1840 m2 descubiertos.",135485000.0,10,monte castro,"calderon de la barca, pedro 1550","-34,62522696","-58,50749905",2018-10-26,2021-07-11,30,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/185_1.jpg,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2021-54-GCABA-DGADCYP,30535645244,nan
Hospital Zubizarreta,Nuevo compresor de Aire Comprimido,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de nuevo compresor para aire comprimido.,1995290.0,11,villa devoto,nueva york 3952,"-34,59990466","-58,51120493",2021-05-30,2021-07-30,2,100,,LESKOS.A.C.I.F.I.A,2021,2095,DI-2021-131-GCABA-DGADCYP,30520282528,nan
Hospital Zubizarreta,Oxigeno Central UTIM,Finalizada,Salud,Ministerio de Salud,"Provision e instalacion de materiales y equipos para la instalacion de Oxigeno, Aire Comprimido y Aspiracion.",1393371.87,11,villa devoto,nueva york 3952,"-34,59990466","-58,51120493",2022-03-14,2022-04-13,1,100,,ECOHMS.R.L.,2020,2095,DI-2021-17-GCABA-DGADCYP,30712548114,nan
SAME,Reparacion tablero general,Finalizada,Salud,Ministerio de Salud,Reparacion TGBT.,3777095.0,4,parque patricios,monasterio 480,"-34,64102","-58,39363",2021-08-10,2021-10-09,2,100,,ECOHMS.R.L.,2020,2095,235-GCABA-DGADCYP/2021,30712548114,nan
Cesac 18,Nuevo CESAC 18,Finalizada,Salud,Ministerio de Salud,"Nuevo edificio para el traslado del Cesac 18, en construccion en el barrio Papa Francisco.",135567777.16,8,lugano,manzana ndeg118 bo papa francisco,"-34,67434","-58,46183",2021-01-20,2022-11-11,22,100,,KIRSRL,2020,Licitacion Publica,RESOL-2020-700-GCABA-SSASS,30702232046,nan
Hospital Alvarez,Alvarez Tomografo,Finalizada,Salud,Ministerio de Salud,Construccion del servicio de Tomografia ubicado en el subsuelo del nuevo edificio de Guardia.,37110855.0,7,flores,dr. j.f. aranguren 2701,"-34,62429216","-58,46942184",2021-10-07,2022-07-01,5,100,,KIRSRL,2021,2095,DI-2021-293-GCABA-DGADCYP,30702232046,nan
Hospital Argerich,Quirofanos: AA etapa 1,Finalizada,Salud,Ministerio de Salud,Aire Acondicionado Quirofanos y Esterilizacion,40999696.87,4,boca,pi y margall 750,"-34,627892","-58,365414",2021-11-29,2022-09-30,6,100,,CONTROLCLIMS.A.,2021,2095,DI-2021-34992678-DGADCYP,30708689412,nan
Hospital Durand,AA consultorios externos PB,Finalizada,Salud,Ministerio de Salud,Aire Acondicionado Consulta Externa Planta Baja,42140851.5,6,caballito,diaz velez 5044,"-34,60887154","-58,43788838",2021-11-29,2022-07-28,5,100,,CONTROLCLIMS.A.,2021,2095,DI-2021-34923985-DGADCYP,30708689412,nan
Hospital Elizalde,Compresores y bombas de vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de equipos para reforzar las centrales de aire comprimido,18284745.0,1,constitucion,montes de oca 40,"-34,62890617","-58,37761195",2022-04-28,2022-08-18,3,100,,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2022-85-GCABA-DGADCYP,30535645244,nan
Hospital Santojanni,Compresores y bombas de vacio,Finalizada,Salud,Ministerio de Salud,Provision e instalacion de equipos para reforzar las centrales de aire comprimido,8261067.0,9,mataderos,pilar 950,"-34,64935338","-58,51580056",2022-04-28,2022-08-18,3,100,,OXIGENOTERAPIANORTES.A.C.I.F.I.A.,2021,2095,DI-2022-85-GCABA-DGADCYP,30535645244,nan
Posta Sanitaria,Barrio Rodrigo Bueno,Finalizada,Salud,Ministerio de Salud,Fortalecimiento y desarrollo del Primer Nivel de Atencion. Se construira en la Manzana Ndeg63M del barrio Rodrigo Bueno.,42000007.0,1,puerto madero,manzana ndeg63m,"-34,61785","-58,35362",2022-06-27,2022-09-30,3,100,,GRAMMASERVICIOSS.A.S.,2022,2095,DI-2022-128-GCABA-DGADCYP,30715848461,nan
Hospital Elizalde,AA Quirofanos CCV 1deg etapa,Finalizada,Salud,Ministerio de Salud,Aire Acondicionado Central con condiciones especiales de Filtrado y Desinfeccion mediante radiacion UV para el Servicio de Cirugia,29254170.0,1,constitucion,montes de oca 40,"-34,62890617","-58,37761195",2021-11-19,2022-10-01,7,100,,CONTROLCLIMS.A.,2021,2095,DI-2021-326-GCABA-DGADCYP,30708689412,nan
Hospital Gutierrez,AA unidad 14,Finalizada,Salud,Ministerio de Salud,Provision e Instalacion de Sistema de Tratamiento de Aire Acondicionado Central con condiciones especiales de Filtrado y Desinfeccion mediante radiacion UVC para Unidad 14 Internacion Traumatologia,14301777.0,2,recoleta,gallo 1330,"-34,59452279","-58,41073191",2022-06-06,2022-12-01,5,100,,ECOHMS.R.L.,2021,2095,DI-2022-122-GCABA-DGADCYP,30712548114,nan
Ciclovias - Manteniento ,"PROVISION, COLOCACION Y MANTENIMIENTO DE SOLADOS, PAVIMENTO, CORDONES PREMOLDEADOS, DEMARCACION HORIZONTAL Y BICICLETEROS URBANOS",Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Se ejecutara la provision, colocacion y el mantenimiento integral de solados, pavimento, cordones
premoldeados, demarcacion horizontal de ciclovias y bicisendas.",,1 a 15,territorio caba,territorio caba,,,,2022-10-30,17,100,,ILUBAIRES,2021,Licitacion Publica,43/SIGAF/2021,30693811860,nan
Ciclovias - Expansion ,Expansion de Ciclovias,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El objetivo general es la readecuacion del espacio vial para incrementar la traza de la red de
ciclovias y vincular tramos existentes.",112534098.7,1 a 15,territorio caba,territorio caba,,,,,12,100,,PREDIALSA,2021,Licitacion Publica,10179-0005-LPU21,30693224809,nan
Parque de la Innovacion,Parque de la Innovacion - Licitacion 5 ,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,"El proyecto consiste en una nueva vialidad en el espacio publico que conectara la apertura de la avenida Campos Salles con la salida existente de la Av. Leopoldo Lugones hacia la Av. Udaondo. Conectar vehicularmente el Parque de la Innovacion con la Au Lugones (y su colectora) y completar la red
de ciclovias.",97406301.94,13,nunez,"av. del libertador, av. guillermo udaondo, la nueva av. campos salles y la salida de la av. leopoldo lugones",,,2022-04-04,,8,100,,PREDIALSA,2022,Licitacion Publica,10179-0057-LPU21,30693224809,nan
Calle Libertador ,Calle Compartida Libertador - Etapa 2,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"La obra consiste en la ejecucion de carriles exclusivos unidireccionales en cada sentido para bicicletas
a lo largo de la Av. Del Libertador entre el tramo comprendido entre el Viaducto Mitre y la Av.
Sarmiento.",172990876.82,14,palermo,av. del libertador entre viaducto hasta av. sarmiento,,,2022-04-18,2022-10-31,6,100,,RICAVIASA,2021,Licitacion Publica,10179-0056-LPU21,30680314337,nan
Calle Libertador ,Calle Compartida Libertador - etapa 3,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,La obra consiste en la ejecucion de carriles exclusivos unidireccionales en cada sentido para bicicletas a lo largo de la Av. Del Libertador entre el tramo comprendido entre la Av. Sarmiento y San Martin,257790731.0,"14, 2 , 1 ","recoleta, palermo y retiro",av. del libertador entre sarmiento y san martin,,,,,0,18,,RICAVIALSA,2021,Licitacion Publica,10179-0058-LPU21,30680314337,nan
Metrobus,Metrobus del Bajo etapa II - Paradores ,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,El proyecto tiene como fin extender el Metrobus del Bajo hasta La Boca conectando el sur de la ciudad.,1581742403.24,4 y 1,la boca y san telmo,independencia av. y paseo colon av.,-34.617.160,-58.369.805,2022-07-22,2023-03-31,5,17,,MiavasaS.A.,2022,Licitacion Publica,10179-0023-LPU22,30677303863,nan
Barreras PDB,"SISTEMAS DE SENALIZACION ACTIVA EN LOS PASOS A NIVEL VEHICULARES Y 
PEATONALES DEL PASEO DEL BAJO",En ejecucion,Transporte,Secretaria de Transporte y Obras Publicas,"La obra se desarrollara sobre cada uno de los pasos a nivel, vehiculares/peatonales, y peatonales exclusivamente, materializados en el marco de la obra Paseo 
del Bajo, donde se intervino la infraestructura de los FFCC que operan las lineas Gral. Mitre y Gral. Roca. La obra comprende la provision, instalacion y puesta en servicio de mecanismos de barreras, semaforos de aviso al conductor y peatonales, y todo lo referente a la Senalizacion vertical, horizontal, luminica y sonora.",456811928.21,1 y 4,"san nicolas, monserrat, san telmo y la boca","es sobre la via que conecta las lineas general mitre y general roca del ffcc, entre las avenidas cordoba y brasil y se interviene tambien en el paso a nivel alte. brown.",,,2021-09-13,,18,44,,AUTOTROLSA,2021,Licitacion Publica,39-SIGAF-2021,30504913712,nan
Sucre,"REFUNCIONALIZACION Y OBRAS
COMPLEMENTARIAS SUCRE - PAMPA",En ejecucion,Transporte,Secretaria de Transporte y Obras Publicas,La obra consiste en la materializacion de los apoyos de arquitectura y de servicios necesarios para el correcto funcionamiento de la actual Playa de Regulacion de colectivos.,71568934.63,13,belgrano,av. virrey vertiz y pampa,-34.560.399,-58.446.695,2022-09-08,2023-02-08,5,13,,InstaelectroS.A.,2022,Licitacion Publica,10179-0041-LPU22,33661628729,nan
CNNYA,CRC Agote - San Martin,Finalizada,Instalaciones,Subsecretaria de Proyectos y Obras,"Puesta bajo Norma Instalaciones electricas, sanitarias, gas y termomecanicas de los Centros de Regimen Cerrados Agote y San Martin",169850013.0,7 y 14,p. chacabuco/palermo,curapaligue 727 / charcas 4602,"-34633154
-34.582082","-58450375
-58.425955",2022-11-01,2024-01-20,14,100,,CUNUMISA,2022,Licitacion Publica,10179-0065-LPU22,30615748036,EX 2022-25047139-DGCCYA
Ex au 3,Soluciones Habitacionales 3B,En ejecucion,Arquitectura,Ministerio de Desarrollo Humano y Habitat,Construccion de Edificio de Soluciones Habitacionales desarrollado en PB mas 4 pisos en Calle Mendoza 4246. Contara con 27 viviendas de 4 ambientes y 18 de 3 ambientes (total 45 unidad mas 2 locales comerciales).,739248652.28,12,villa urquiza,mendoza 4246,-34571950,-58475179,2022-09-26,2023-09-26,12,0,,AMGOBRASCIVILESSA,2022,Licitacion Publica,10172-0046-LP22,30519962884,EX2022-20130809-GCABA-DGTALMDEP
Procuracion,Procuracion Etapa 2,En ejecucion,Arquitectura,Secretaria de Transporte y Obras Publicas,Puesta en valor de los accesos del edificio de Procuracion General,39620945.3,1,san nicolas,uruguay 440,-34603581,-58386831,2022-12-01,2023-06-30,7,0,,SOLTERMSRL,2022,Licitacion Publica,10179-0096-LPU22,30702139062,EX2022-31117968-DGCCYA
BA Costa,Memorial Amia,Finalizada,Espacio Publico,Subsecretaria de Proyectos y Obras,"El Proyecto Memoria AMIA surge como consecuencia de la colaboracion entre la Asociacion Mutual Israelita Argentina y la Secretaria de Desarrollo Urbano (SDU), planteandose un nuevo espacio para de conmemoracion a las victimas del atentado a la AMIA, acaecido el 18 de Julio de 1994.",118832522.6,13,belgrano,predio ubicado entre el p. de la memoria y la estacion elevadora arroyo vega,-3432263,-5826253,2022-07-29,2023-07-29,12,100,,SALVATORISAPARQUESYJARDINES,2022,Licitacion Publica,10179-0016-LPU22,30512700124,EE-2022-8914594-DGCCYA
Playon Ferroviario Colegiales,Playon Ferroviario Colegiales,En ejecucion,Arquitectura,Secretaria de Transporte y Obras Publicas,Puesta en valor de dos galpones ubicados en el Playon Ferroviario de Colegiales. Los mismo seran refuncionalizados a fin de albergar programas de caracter semi-publico compatibles con el nuevo parque,91862279.64,13,colegiales,av. federico lacroze 2775,-34571450,-58451423,2022-12-15,2023-08-15,8,0,,NAKUCONSTRUCCIONESSRL,2022,Licitacion Publica,10179-0105-LPU22,30575292174,EE-202233324226-DGCCYA
